year,realrinc,age,occ10,occrecode,prestg10,childs,wrkstat,gender,educcat,maritalcat
2002,,54,5540,Office and Administrative Support,45,3,Housekeeper,Female,Junior College,Widowed
2002,8603.375,44,3600,Service,48,3,Full-Time,Female,High School,Never Married
2002,,62,5860,Office and Administrative Support,32,6,Housekeeper,Female,High School,Divorced
2002,20335.25,35,6420,Construction/Extraction,35,0,Full-Time,Male,High School,Divorced
2002,17206.75,39,6230,Construction/Extraction,44,0,Full-Time,Male,Less Than High School,Never Married
2002,28156.5,50,5940,Office and Administrative Support,17,0,Full-Time,Female,Bachelor,Never Married
2002,23463.75,44,5000,Office and Administrative Support,46,4,Full-Time,Male,High School,Divorced
2002,28156.5,38,2310,Professional,61,1,Full-Time,Female,Graduate,Divorced
2002,23463.75,54,8750,Production,42,3,Full-Time,Male,Graduate,Married
2002,20335.25,44,2200,Professional,74,3,Housekeeper,Female,High School,Married
2002,34413.5,61,1530,Professional,70,2,Full-Time,Male,High School,Divorced
2002,14860.375,48,2310,Professional,61,0,Full-Time,Female,Bachelor,Never Married
2002,23463.75,46,3255,Professional,64,2,Full-Time,Female,Bachelor,Divorced
2002,,37,2145,Professional,52,2,Full-Time,Female,Junior College,Married
2002,4067.05,63,3640,Service,48,2,Retired,Female,High School,Married
2002,2189.9500000000003,43,2340,Professional,38,3,Other,Female,Graduate,Married
2002,234366.65324100002,37,1350,Professional,71,2,Full-Time,Male,Bachelor,Married
2002,23463.75,61,,,,0,Full-Time,Female,Bachelor,Married
2002,,45,430,Business/Finance,39,2,Full-Time,Female,Bachelor,Married
2002,8603.375,43,4840,Sales,43,2,Part-Time,Female,Junior College,Married
2002,28156.5,51,2720,Professional,65,2,Full-Time,Male,Bachelor,Married
2002,,45,5700,Office and Administrative Support,47,2,Other,Female,High School,Divorced
2002,28156.5,46,1107,Professional,48,3,Other,Male,Graduate,Married
2002,20335.25,56,800,Business/Finance,60,0,Full-Time,Male,Bachelor,Divorced
2002,,43,4850,Sales,45,3,Full-Time,Female,Bachelor,Widowed
2002,,46,4350,Service,33,1,Part-Time,Female,High School,Widowed
2002,,51,5700,Office and Administrative Support,47,4,Full-Time,Female,High School,Married
2002,,44,1550,Professional,50,0,"Unemployed, Laid Off",Male,High School,Married
2002,23463.75,50,2320,Professional,64,2,Full-Time,Male,Bachelor,Married
2002,28156.5,48,9300,Transportation,43,1,Full-Time,Male,High School,Married
2002,28156.5,52,5000,Office and Administrative Support,46,0,"Unemployed, Laid Off",Female,Junior College,Never Married
2002,,43,9810,Armed Forces,63,0,Temporarily Not Working,Female,Bachelor,Divorced
2002,42234.75,38,2900,Professional,43,1,Full-Time,Male,Junior College,Married
2002,28156.5,57,1006,Professional,65,1,Full-Time,Female,Bachelor,Divorced
2002,13296.125,52,710,Business/Finance,51,2,Full-Time,Female,Bachelor,Married
2002,17206.75,41,4740,Sales,24,6,Full-Time,Female,High School,Never Married
2002,20335.25,53,310,Business/Finance,39,0,Full-Time,Male,Junior College,Married
2002,28156.5,44,5510,Office and Administrative Support,29,2,Full-Time,Male,High School,Divorced
2002,,44,4840,Sales,43,2,Housekeeper,Female,Bachelor,Married
2002,3441.3500000000004,54,2310,Professional,61,3,Part-Time,Female,Bachelor,Married
2002,234366.65324100002,56,430,Business/Finance,39,2,Full-Time,Male,High School,Married
2002,234366.65324100002,43,50,Business/Finance,53,1,Full-Time,Male,Bachelor,Married
2002,234366.65324100002,49,710,Business/Finance,51,2,Full-Time,Male,Bachelor,Married
2002,234366.65324100002,42,430,Business/Finance,39,2,Full-Time,Male,Graduate,Married
2002,,45,800,Business/Finance,60,0,Housekeeper,Female,Junior College,Married
2002,3441.3500000000004,49,2630,Professional,46,2,Part-Time,Female,Junior College,Married
2002,,49,4760,Sales,31,2,Part-Time,Female,High School,Married
2002,234366.65324100002,39,4850,Sales,45,2,Full-Time,Female,Bachelor,Married
2002,,53,5700,Office and Administrative Support,47,0,School,Female,Bachelor,Married
2002,20335.25,64,3255,Professional,64,2,Part-Time,Female,High School,Divorced
2002,,43,4030,Service,21,5,Part-Time,Male,High School,Married
2002,28156.5,38,2105,Professional,59,3,Full-Time,Female,High School,Divorced
2002,,64,150,Business/Finance,52,4,Retired,Male,Bachelor,Married
2002,28156.5,39,410,Business/Finance,41,0,Full-Time,Female,High School,Married
2002,34413.5,60,2600,Professional,46,1,Full-Time,Male,Bachelor,Married
2002,28156.5,36,5510,Office and Administrative Support,29,1,Full-Time,Male,High School,Married
2002,,52,3740,Service,59,3,Full-Time,Male,High School,Married
2002,7039.125,53,5400,Office and Administrative Support,38,3,Part-Time,Male,High School,Married
2002,23463.75,52,5860,Office and Administrative Support,32,2,Full-Time,Female,High School,Married
2002,14860.375,51,4620,Service,35,2,Full-Time,Female,High School,Divorced
2002,,53,4720,Sales,28,4,Other,Female,Less Than High School,Separated
2002,5631.3,36,8965,Production,35,3,Full-Time,Male,Less Than High School,Married
2002,,36,9140,Transportation,26,0,Part-Time,Male,High School,Never Married
2002,,59,5820,Office and Administrative Support,37,2,Housekeeper,Female,High School,Widowed
2002,23463.75,46,4850,Sales,45,2,Full-Time,Male,Junior College,Married
2002,34413.5,63,2320,Professional,64,4,Part-Time,Male,Graduate,Divorced
2002,34413.5,56,2830,Professional,51,0,Part-Time,Male,Graduate,Divorced
2002,28156.5,56,2100,Professional,69,0,Full-Time,Male,Graduate,Never Married
2002,234366.65324100002,38,2200,Professional,74,2,Full-Time,Male,Graduate,Married
2002,42234.75,51,3258,Professional,72,0,Full-Time,Female,Graduate,Never Married
2002,28156.5,51,1105,Professional,61,3,Full-Time,Male,Bachelor,Married
2002,10167.625,62,2060,Professional,31,0,Full-Time,Female,Bachelor,Never Married
2002,51620.25,55,430,Business/Finance,39,2,Full-Time,Male,High School,Divorced
2002,,47,2145,Professional,52,2,Housekeeper,Female,Graduate,Married
2002,4067.05,38,5620,Office and Administrative Support,25,0,Part-Time,Male,Graduate,Never Married
2002,34413.5,55,430,Business/Finance,39,3,Full-Time,Male,Bachelor,Married
2002,2189.9500000000003,49,2600,Professional,46,3,Temporarily Not Working,Female,Graduate,Married
2002,,60,3500,Professional,69,2,Other,Female,High School,Widowed
2002,7039.125,48,4760,Sales,31,2,Part-Time,Female,High School,Married
2002,5631.3,53,4600,Service,35,2,Part-Time,Female,Bachelor,Married
2002,10167.625,46,4965,Sales,31,2,Housekeeper,Female,Junior College,Married
2002,17206.75,53,2050,Professional,37,1,Part-Time,Female,Bachelor,Married
2002,23463.75,44,2600,Professional,46,2,Full-Time,Female,Junior College,Married
2002,,54,,,,4,Housekeeper,Female,High School,Divorced
2002,17206.75,35,9620,Transportation,25,1,Full-Time,Male,High School,Never Married
2002,,61,6420,Construction/Extraction,35,2,"Unemployed, Laid Off",Male,High School,Married
2002,34413.5,55,2025,Professional,56,0,Full-Time,Female,High School,Never Married
2002,11731.875,52,4760,Sales,31,0,Full-Time,Male,High School,Divorced
2002,42234.75,45,3820,Service,58,2,Full-Time,Male,Bachelor,Divorced
2002,34413.5,35,1020,Professional,60,0,Full-Time,Male,Graduate,Married
2002,42234.75,51,3500,Professional,69,3,Full-Time,Female,Graduate,Divorced
2002,,42,1006,Professional,65,2,Full-Time,Male,Bachelor,Married
2002,,50,7120,"Installation, Maintenance, and Repair",36,2,Full-Time,Male,High School,Married
2002,,35,4720,Sales,28,0,"Unemployed, Laid Off",Female,Less Than High School,Never Married
2002,34413.5,49,4920,Sales,49,1,Full-Time,Female,High School,Never Married
2002,17206.75,39,5300,Office and Administrative Support,30,1,Full-Time,Male,High School,Married
2002,34413.5,38,2900,Professional,43,0,Full-Time,Female,Bachelor,Never Married
2002,,54,640,Business/Finance,53,3,Full-Time,Female,High School,Married
2002,234366.65324100002,55,1106,Professional,61,2,Full-Time,Male,Bachelor,Married
2002,42234.75,53,2310,Professional,61,0,Full-Time,Male,Graduate,Never Married
2002,23463.75,54,2630,Professional,46,0,Part-Time,Female,Graduate,Never Married
2002,42234.75,52,1020,Professional,60,4,Full-Time,Male,High School,Divorced
2002,,59,4230,Service,25,5,Retired,Female,Less Than High School,Divorced
2002,3441.3500000000004,64,9130,Transportation,35,4,Part-Time,Male,High School,Married
2002,,56,6130,"Farming, Fishing, and Forestry",29,2,Full-Time,Male,High School,Separated
2002,23463.75,64,2100,Professional,69,0,Full-Time,Male,Graduate,Divorced
2002,,58,4110,Service,31,2,Housekeeper,Female,High School,Divorced
2002,7039.125,59,8320,Production,32,1,Full-Time,Female,High School,Married
2002,11731.875,39,4760,Sales,31,1,Full-Time,Male,Junior College,Divorced
2002,34413.5,50,7020,"Installation, Maintenance, and Repair",38,3,Full-Time,Male,High School,Married
2002,10167.625,37,5400,Office and Administrative Support,38,1,Full-Time,Female,High School,Never Married
2002,13296.125,37,6230,Construction/Extraction,44,0,Full-Time,Male,Junior College,Married
2002,13296.125,41,3930,Service,34,0,Full-Time,Male,High School,Married
2002,23463.75,47,5120,Office and Administrative Support,45,1,Temporarily Not Working,Female,Junior College,Divorced
2002,23463.75,50,5700,Office and Administrative Support,47,2,Full-Time,Female,High School,Married
2002,34413.5,59,4700,Sales,38,4,Full-Time,Female,High School,Married
2002,312.85,46,2100,Professional,69,0,Part-Time,Male,Graduate,Married
2002,51620.25,40,5410,Office and Administrative Support,33,2,Housekeeper,Female,High School,Married
2002,20335.25,56,9000,Transportation,45,1,Full-Time,Male,High School,Married
2002,,58,5700,Office and Administrative Support,47,1,Housekeeper,Female,High School,Married
2002,,45,5140,Office and Administrative Support,40,3,Housekeeper,Female,Junior College,Married
2002,13296.125,41,3630,Service,36,4,Full-Time,Male,Bachelor,Married
2002,34413.5,41,5000,Office and Administrative Support,46,6,Full-Time,Male,Graduate,Married
2002,,60,5860,Office and Administrative Support,32,5,Housekeeper,Female,High School,Married
2002,20335.25,57,9130,Transportation,35,1,"Unemployed, Laid Off",Male,High School,Married
2002,42234.75,47,1820,Professional,71,3,Full-Time,Female,Graduate,Separated
2002,,47,3110,Professional,63,3,Full-Time,Female,High School,Divorced
2002,,41,4600,Service,35,4,Housekeeper,Female,High School,Divorced
2002,34413.5,42,3255,Professional,64,3,Full-Time,Female,Junior College,Divorced
2002,234366.65324100002,36,430,Business/Finance,39,2,Full-Time,Male,Bachelor,Married
2002,34413.5,52,8130,Production,38,2,Full-Time,Male,High School,Married
2002,34413.5,35,8030,Production,40,1,Full-Time,Male,High School,Married
2002,51620.25,36,230,Business/Finance,59,0,Full-Time,Female,Graduate,Never Married
2002,34413.5,46,1460,Professional,70,0,Full-Time,Male,High School,Married
2002,17206.75,63,5000,Office and Administrative Support,46,2,Retired,Female,High School,Divorced
2002,28156.5,55,5700,Office and Administrative Support,47,1,Full-Time,Female,High School,Married
2002,20335.25,49,9120,Transportation,35,0,Full-Time,Male,High School,Divorced
2002,42234.75,56,2200,Professional,74,0,Full-Time,Male,Graduate,Married
2002,,57,4760,Sales,31,0,Retired,Male,Bachelor,Divorced
2002,17206.75,46,5700,Office and Administrative Support,47,1,Full-Time,Female,High School,Married
2002,,64,9130,Transportation,35,5,Retired,Male,Less Than High School,Married
2002,1251.4,40,2145,Professional,52,1,Part-Time,Female,Bachelor,Married
2002,5631.3,45,4110,Service,31,2,Part-Time,Female,High School,Separated
2002,4067.05,59,4760,Sales,31,3,Part-Time,Male,Junior College,Divorced
2002,23463.75,35,7855,Production,34,4,Full-Time,Male,High School,Married
2002,,64,7810,Production,28,0,Retired,Male,Less Than High School,Never Married
2002,,53,5860,Office and Administrative Support,32,0,School,Female,High School,Divorced
2002,,57,7330,"Installation, Maintenance, and Repair",38,6,Retired,Male,High School,Married
2002,,57,4700,Sales,38,1,Housekeeper,Female,High School,Married
2002,28156.5,58,5520,Office and Administrative Support,32,2,Full-Time,Male,High School,Separated
2002,28156.5,36,3255,Professional,64,0,Full-Time,Female,Junior College,Never Married
2002,20335.25,63,4810,Sales,47,0,Full-Time,Male,High School,Never Married
2002,23463.75,35,2320,Professional,64,3,Full-Time,Male,Bachelor,Married
2002,28156.5,54,350,Business/Finance,64,4,Full-Time,Male,Less Than High School,Married
2002,28156.5,56,7020,"Installation, Maintenance, and Repair",38,3,Full-Time,Female,High School,Married
2002,7039.125,51,2540,Professional,48,2,Full-Time,Female,High School,Married
2002,13296.125,46,3255,Professional,64,4,Other,Female,Junior College,Married
2002,,40,4940,Sales,18,3,Full-Time,Female,High School,Separated
2002,17206.75,39,8220,Production,44,1,Full-Time,Male,Less Than High School,Divorced
2002,20335.25,54,9640,Transportation,22,2,Full-Time,Female,High School,Widowed
2002,3441.3500000000004,39,4040,Service,32,0,Full-Time,Female,Bachelor,Never Married
2002,23463.75,41,1105,Professional,61,0,Full-Time,Male,Bachelor,Never Married
2002,28156.5,60,5620,Office and Administrative Support,25,2,Full-Time,Male,High School,Divorced
2002,,44,5400,Office and Administrative Support,38,5,Housekeeper,Female,High School,Married
2002,28156.5,36,4720,Sales,28,0,Full-Time,Female,High School,Married
2002,20335.25,54,7700,Production,50,2,Full-Time,Female,High School,Married
2002,20335.25,42,3320,Professional,59,3,Full-Time,Female,Junior College,Married
2002,20335.25,40,5530,Office and Administrative Support,42,2,Full-Time,Male,High School,Married
2002,11731.875,35,5240,Office and Administrative Support,31,0,Full-Time,Female,High School,Married
2002,5631.3,42,2310,Professional,61,3,Part-Time,Female,Bachelor,Married
2002,8603.375,38,4230,Service,25,2,Full-Time,Female,High School,Divorced
2002,13296.125,40,420,Business/Finance,52,2,Full-Time,Female,Junior College,Married
2002,28156.5,41,3740,Service,59,3,Full-Time,Male,High School,Married
2002,28156.5,60,3850,Service,60,2,Retired,Male,High School,Married
2002,7039.125,55,4850,Sales,45,2,Full-Time,Female,High School,Married
2002,13296.125,57,4965,Sales,31,3,Full-Time,Female,High School,Divorced
2002,13296.125,48,7750,Production,35,2,Housekeeper,Male,High School,Married
2002,,42,5120,Office and Administrative Support,45,3,Housekeeper,Female,High School,Married
2002,28156.5,48,2310,Professional,61,2,Full-Time,Female,Graduate,Divorced
2002,34413.5,46,2320,Professional,64,1,Full-Time,Female,Graduate,Married
2002,34413.5,58,2300,Professional,53,3,Full-Time,Female,Graduate,Married
2002,,64,3255,Professional,64,3,Part-Time,Female,Bachelor,Married
2002,13296.125,46,5700,Office and Administrative Support,47,1,Full-Time,Female,High School,Divorced
2002,42234.75,41,1460,Professional,70,0,Full-Time,Male,Bachelor,Divorced
2002,8603.375,45,5320,Office and Administrative Support,25,2,Full-Time,Female,High School,Married
2002,,61,,,,8,Housekeeper,Female,Less Than High School,Married
2002,,47,430,Business/Finance,39,4,Housekeeper,Female,High School,Divorced
2002,7039.125,64,4430,Service,18,3,Part-Time,Female,Less Than High School,Married
2002,28156.5,40,2310,Professional,61,1,Full-Time,Female,Graduate,Married
2002,,46,230,Business/Finance,59,1,Full-Time,Male,Graduate,Divorced
2002,11731.875,43,2200,Professional,74,1,Part-Time,Female,Graduate,Married
2002,28156.5,56,230,Business/Finance,59,2,Full-Time,Female,High School,Widowed
2002,312.85,53,9150,Transportation,30,1,Part-Time,Male,High School,Divorced
2002,20335.25,50,6230,Construction/Extraction,44,0,Full-Time,Male,High School,Married
2002,20335.25,54,2200,Professional,74,0,Full-Time,Female,Graduate,Never Married
2002,23463.75,37,2720,Professional,65,2,Full-Time,Male,Graduate,Married
2002,10167.625,46,9350,Transportation,16,0,Full-Time,Male,Less Than High School,Married
2002,2189.9500000000003,60,4650,Service,18,0,Retired,Male,High School,Divorced
2002,7039.125,35,3600,Service,48,1,Full-Time,Female,High School,Divorced
2002,11731.875,37,6800,Construction/Extraction,52,0,Full-Time,Male,Less Than High School,Never Married
2002,7039.125,55,6130,"Farming, Fishing, and Forestry",29,4,Full-Time,Male,Less Than High School,Married
2002,7039.125,63,6005,"Farming, Fishing, and Forestry",47,1,Full-Time,Male,Less Than High School,Married
2002,10167.625,41,5530,Office and Administrative Support,42,2,Full-Time,Male,High School,Divorced
2002,10167.625,47,3600,Service,48,2,Full-Time,Female,High School,Divorced
2002,13296.125,46,5620,Office and Administrative Support,25,2,Full-Time,Male,High School,Divorced
2002,13296.125,56,2710,Professional,58,2,Full-Time,Female,Graduate,Married
2002,,51,,,,1,Other,Male,Less Than High School,Divorced
2002,20335.25,56,7220,"Installation, Maintenance, and Repair",45,2,Full-Time,Male,High School,Married
2002,,62,430,Business/Finance,39,2,Retired,Male,Bachelor,Married
2002,,39,6930,Construction/Extraction,30,4,Other,Male,Less Than High School,Married
2002,20335.25,43,6230,Construction/Extraction,44,3,"Unemployed, Laid Off",Male,High School,Married
2002,51620.25,45,6200,Construction/Extraction,49,4,Full-Time,Male,Less Than High School,Married
2002,8603.375,57,8350,Production,42,3,Full-Time,Female,High School,Married
2002,,60,120,Business/Finance,53,4,Retired,Male,Bachelor,Married
2002,7039.125,41,6200,Construction/Extraction,49,2,"Unemployed, Laid Off",Male,High School,Married
2002,28156.5,39,,,,2,Full-Time,Female,High School,Married
2002,,56,5160,Office and Administrative Support,39,4,Housekeeper,Female,High School,Married
2002,13296.125,38,9130,Transportation,35,2,Full-Time,Male,Less Than High School,Married
2002,312.85,64,6320,Construction/Extraction,42,1,Retired,Male,High School,Married
2002,,60,5700,Office and Administrative Support,47,2,Retired,Female,High School,Married
2002,20335.25,46,8600,Production,60,3,Full-Time,Female,High School,Married
2002,34413.5,52,8130,Production,38,2,Full-Time,Male,High School,Married
2002,28156.5,41,340,Business/Finance,42,3,Full-Time,Male,Graduate,Married
2002,1251.4,64,5700,Office and Administrative Support,47,1,Retired,Female,High School,Married
2002,28156.5,36,6200,Construction/Extraction,49,0,Full-Time,Male,Bachelor,Married
2002,20335.25,46,5510,Office and Administrative Support,29,0,Full-Time,Male,Junior College,Married
2002,34413.5,54,9610,Transportation,22,1,Full-Time,Male,High School,Married
2002,17206.75,45,4700,Sales,38,2,Full-Time,Female,High School,Divorced
2002,28156.5,50,7315,"Installation, Maintenance, and Repair",45,0,Temporarily Not Working,Male,High School,Married
2002,28156.5,51,5550,Office and Administrative Support,45,4,Full-Time,Female,High School,Widowed
2002,34413.5,53,4850,Sales,45,2,Full-Time,Male,High School,Married
2002,20335.25,43,6230,Construction/Extraction,44,0,Full-Time,Male,Junior College,Married
2002,2189.9500000000003,47,4110,Service,31,7,"Unemployed, Laid Off",Female,High School,Married
2002,,37,4510,Service,36,2,Housekeeper,Female,High School,Married
2002,13296.125,53,3600,Service,48,8,Full-Time,Female,High School,Divorced
2002,14860.375,44,4220,Service,24,2,Full-Time,Female,High School,Divorced
2002,23463.75,49,6200,Construction/Extraction,49,3,Full-Time,Male,High School,Married
2002,312.85,48,4020,Service,33,3,Part-Time,Female,High School,Married
2002,7039.125,43,5160,Office and Administrative Support,39,4,Part-Time,Female,High School,Married
2002,8603.375,47,3600,Service,48,2,Part-Time,Female,High School,Married
2002,7039.125,35,7950,Production,40,0,Full-Time,Male,High School,Never Married
2002,34413.5,52,7700,Production,50,3,Full-Time,Male,High School,Married
2002,17206.75,60,3930,Service,34,4,Full-Time,Male,Less Than High School,Married
2002,7039.125,49,4700,Sales,38,1,Full-Time,Female,High School,Married
2002,11731.875,43,7000,"Installation, Maintenance, and Repair",43,2,Full-Time,Male,High School,Married
2002,,51,,,,0,Housekeeper,Female,Less Than High School,Divorced
2002,20335.25,46,6200,Construction/Extraction,49,4,Full-Time,Male,High School,Divorced
2002,51620.25,41,9130,Transportation,35,0,Full-Time,Male,High School,Married
2002,,56,4110,Service,31,3,Full-Time,Female,High School,Married
2002,11731.875,41,4020,Service,33,3,Full-Time,Female,Less Than High School,Married
2002,2815.65,50,5120,Office and Administrative Support,45,2,Part-Time,Female,High School,Married
2002,2815.65,37,205,Business/Finance,46,0,Full-Time,Male,High School,Never Married
2002,,55,,,,2,Other,Female,High School,Widowed
2002,13296.125,57,5240,Office and Administrative Support,31,3,Full-Time,Female,High School,Divorced
2002,17206.75,45,205,Business/Finance,46,2,Full-Time,Male,High School,Married
2002,28156.5,40,7700,Production,50,5,Full-Time,Male,High School,Married
2002,,51,7040,"Installation, Maintenance, and Repair",40,1,Other,Male,Less Than High School,Never Married
2002,5631.3,37,8310,Production,31,0,Full-Time,Female,Less Than High School,Never Married
2002,2189.9500000000003,42,5620,Office and Administrative Support,25,0,Retired,Male,High School,Separated
2002,11731.875,46,6050,"Farming, Fishing, and Forestry",27,2,Full-Time,Female,Less Than High School,Married
2002,8603.375,44,5520,Office and Administrative Support,32,0,Full-Time,Female,High School,Never Married
2002,14860.375,40,3255,Professional,64,5,Part-Time,Female,Bachelor,Married
2002,10167.625,58,3600,Service,48,3,Full-Time,Female,High School,Divorced
2002,23463.75,47,2320,Professional,64,0,Full-Time,Female,Bachelor,Divorced
2002,7039.125,39,4720,Sales,28,3,Full-Time,Female,High School,Married
2002,13296.125,36,6050,"Farming, Fishing, and Forestry",27,0,Full-Time,Male,High School,Married
2002,,54,5700,Office and Administrative Support,47,2,Part-Time,Female,Less Than High School,Married
2002,8603.375,43,205,Business/Finance,46,1,Full-Time,Male,High School,Never Married
2002,11731.875,50,6520,Construction/Extraction,35,0,Full-Time,Male,Bachelor,Married
2002,17206.75,55,3850,Service,60,2,Full-Time,Male,Bachelor,Married
2002,14860.375,45,8740,Production,39,0,Full-Time,Male,High School,Married
2002,,35,4050,Service,21,3,Full-Time,Female,High School,Separated
2002,13296.125,40,9130,Transportation,35,3,Full-Time,Male,High School,Separated
2002,,40,4110,Service,31,2,Temporarily Not Working,Female,High School,Married
2002,,61,6050,"Farming, Fishing, and Forestry",27,4,"Unemployed, Laid Off",Male,Less Than High School,Separated
2002,5631.3,56,9120,Transportation,35,2,Part-Time,Female,High School,Separated
2002,,35,3600,Service,48,3,Part-Time,Female,High School,Separated
2002,14860.375,45,9620,Transportation,25,3,Full-Time,Male,High School,Married
2002,34413.5,48,3700,Service,48,4,Full-Time,Male,High School,Divorced
2002,13296.125,37,5700,Office and Administrative Support,47,0,Full-Time,Male,Junior College,Never Married
2002,,54,,,,2,Housekeeper,Female,High School,Married
2002,8603.375,53,8410,Production,27,3,Other,Female,High School,Married
2002,8603.375,45,4220,Service,24,5,Full-Time,Male,Less Than High School,Never Married
2002,11731.875,55,8140,Production,38,3,"Unemployed, Laid Off",Male,Less Than High School,Divorced
2002,,41,8420,Production,25,0,Other,Female,Less Than High School,Separated
2002,11731.875,60,4610,Service,48,0,Full-Time,Female,High School,Never Married
2002,20335.25,36,4760,Sales,31,1,Full-Time,Male,High School,Divorced
2002,5631.3,46,8740,Production,39,3,"Unemployed, Laid Off",Female,High School,Never Married
2002,11731.875,49,800,Business/Finance,60,6,Full-Time,Female,High School,Married
2002,,59,5620,Office and Administrative Support,25,1,Retired,Male,High School,Divorced
2002,10167.625,55,8800,Production,24,2,Part-Time,Female,Less Than High School,Never Married
2002,8603.375,49,3600,Service,48,2,Full-Time,Female,Less Than High School,Divorced
2002,28156.5,47,140,Business/Finance,50,3,Full-Time,Male,Junior College,Married
2002,,48,5620,Office and Administrative Support,25,3,Other,Male,High School,Married
2002,51620.25,48,1410,Professional,73,1,Full-Time,Male,Bachelor,Married
2002,62570,55,4710,Sales,48,1,Full-Time,Male,Bachelor,Divorced
2002,,53,1720,Professional,72,0,Retired,Male,Bachelor,Never Married
2002,42234.75,37,220,Business/Finance,53,2,Full-Time,Male,High School,Married
2002,234366.65324100002,36,220,Business/Finance,53,0,Full-Time,Male,High School,Married
2002,42234.75,52,230,Business/Finance,59,1,Full-Time,Male,Bachelor,Married
2002,23463.75,55,530,Business/Finance,42,2,Full-Time,Male,High School,Married
2002,234366.65324100002,63,6200,Construction/Extraction,49,2,Full-Time,Male,High School,Married
2002,51620.25,41,6355,Construction/Extraction,49,1,Full-Time,Male,High School,Married
2002,,52,9130,Transportation,35,5,Other,Male,High School,Married
2002,13296.125,39,5620,Office and Administrative Support,25,2,Full-Time,Female,Less Than High School,Divorced
2002,11731.875,36,5610,Office and Administrative Support,35,1,Temporarily Not Working,Female,Less Than High School,Never Married
2002,11731.875,37,4020,Service,33,0,Full-Time,Male,High School,Divorced
2002,28156.5,45,3420,Professional,55,1,Full-Time,Male,Bachelor,Married
2002,20335.25,46,7750,Production,35,0,Full-Time,Male,Junior College,Divorced
2002,23463.75,43,2025,Professional,56,4,Full-Time,Female,Bachelor,Divorced
2002,11731.875,64,5700,Office and Administrative Support,47,3,Full-Time,Female,Junior College,Widowed
2002,23463.75,40,4800,Sales,38,0,Full-Time,Female,Bachelor,Never Married
2002,28156.5,44,3255,Professional,64,0,Full-Time,Male,Bachelor,Never Married
2002,,50,2200,Professional,74,2,Full-Time,Female,Bachelor,Separated
2002,23463.75,38,4700,Sales,38,1,Full-Time,Female,Junior College,Never Married
2002,,40,4400,Service,23,0,Other,Male,High School,Never Married
2002,28156.5,54,4700,Sales,38,2,Full-Time,Male,Bachelor,Married
2002,5631.3,39,2540,Professional,48,3,Full-Time,Female,Bachelor,Married
2002,10167.625,35,4220,Service,24,1,Full-Time,Female,Bachelor,Never Married
2002,,45,4600,Service,35,3,Full-Time,Female,Bachelor,Married
2002,,63,5700,Office and Administrative Support,47,3,Retired,Female,High School,Married
2002,14860.375,36,4810,Sales,47,2,Full-Time,Female,High School,Married
2002,28156.5,55,2340,Professional,38,0,Retired,Female,Graduate,Never Married
2002,2189.9500000000003,64,5700,Office and Administrative Support,47,5,Retired,Female,High School,Married
2002,23463.75,57,160,Business/Finance,44,1,Full-Time,Male,High School,Married
2002,42234.75,61,7330,"Installation, Maintenance, and Repair",38,2,Full-Time,Male,High School,Married
2002,234366.65324100002,52,4920,Sales,49,3,Full-Time,Female,Bachelor,Married
2002,17206.75,54,4200,Service,37,2,Full-Time,Female,High School,Divorced
2002,23463.75,40,7330,"Installation, Maintenance, and Repair",38,0,Full-Time,Male,Less Than High School,Married
2002,10167.625,45,220,Business/Finance,53,2,"Unemployed, Laid Off",Male,High School,Divorced
2002,5631.3,39,2540,Professional,48,3,Part-Time,Female,High School,Married
2002,,59,4110,Service,31,4,Retired,Female,High School,Divorced
2002,10167.625,40,4320,Service,42,2,Part-Time,Female,High School,Married
2002,13296.125,50,4620,Service,35,3,Full-Time,Female,High School,Separated
2002,28156.5,37,3740,Service,59,2,Full-Time,Male,High School,Married
2002,28156.5,39,2310,Professional,61,0,Full-Time,Female,Graduate,Never Married
2002,,54,7750,Production,35,2,Housekeeper,Female,High School,Married
2002,5631.3,58,4940,Sales,18,6,Part-Time,Male,Less Than High School,Never Married
2002,,35,2400,Professional,55,3,Housekeeper,Female,Junior College,Married
2002,2189.9500000000003,53,4110,Service,31,0,Part-Time,Female,Bachelor,Married
2002,,35,2600,Professional,46,0,Part-Time,Male,High School,Never Married
2002,34413.5,52,710,Business/Finance,51,2,Full-Time,Male,Bachelor,Married
2002,23463.75,63,5000,Office and Administrative Support,46,2,Full-Time,Female,High School,Widowed
2002,,53,6230,Construction/Extraction,44,1,Retired,Male,High School,Separated
2002,51620.25,38,430,Business/Finance,39,0,Full-Time,Male,High School,Married
2002,,61,7855,Production,34,1,Housekeeper,Female,High School,Widowed
2002,1251.4,53,9140,Transportation,26,2,Part-Time,Male,High School,Widowed
2002,,52,5420,Office and Administrative Support,43,1,Other,Female,High School,Divorced
2002,23463.75,43,6200,Construction/Extraction,49,1,Full-Time,Male,Less Than High School,Married
2002,28156.5,48,8740,Production,39,3,Full-Time,Male,High School,Divorced
2002,23463.75,46,5700,Office and Administrative Support,47,0,Part-Time,Female,Graduate,Divorced
2002,,45,4600,Service,35,0,Full-Time,Female,High School,Never Married
2002,8603.375,37,5240,Office and Administrative Support,31,0,Full-Time,Female,High School,Never Married
2002,28156.5,52,3300,Professional,61,2,Full-Time,Female,Bachelor,Widowed
2002,34413.5,49,160,Business/Finance,44,3,Full-Time,Female,Graduate,Divorced
